StateName,DistrictName,BlockName,Season,Sector,Category,Crop,Query Type,QueryText,KccAns
Rajasthan,Sample District,Sample Block,Zaid,Agriculture,Disease Management,Rice,Fertilizer,How to apply for PM Kisan scheme?,Apply via pmkisan.gov.in with Aadhaar and bank details.
Haryana,Sample District,Sample Block,Zaid,Agriculture,Government Scheme,Rice,Scheme,How to apply for PM Kisan scheme?,Apply via pmkisan.gov.in with Aadhaar and bank details.
Rajasthan,Sample District,Sample Block,Rabi,Agriculture,Disease Management,Rice,Pest,Treatment for leaf spot in tomato?,Spray Chlorothalonil fungicide weekly.
Madhya Pradesh,Sample District,Sample Block,Zaid,Agriculture,Government Scheme,Maize,Advisory,How to protect paddy from blast disease?,Apply Tricyclazole fungicide @ recommended dose.
Haryana,Sample District,Sample Block,Kharif,Agriculture,Crop Advisory,Tomato,Disease,How to protect paddy from blast disease?,Apply Tricyclazole fungicide @ recommended dose.
Haryana,Sample District,Sample Block,Zaid,Agriculture,Fertilizer,Cotton,Fertilizer,Best sowing time for wheat?,Sow wheat between October and November.
Haryana,Sample District,Sample Block,Zaid,Agriculture,Crop Advisory,Wheat,Scheme,How to protect paddy from blast disease?,Apply Tricyclazole fungicide @ recommended dose.
Uttar Pradesh,Sample District,Sample Block,Kharif,Agriculture,Fertilizer,Rice,Pest,How to treat blight in potato?,Spray Mancozeb 75WP @ 2 g/litre of water.
Rajasthan,Sample District,Sample Block,Kharif,Agriculture,Crop Advisory,Cotton,Disease,Best sowing time for wheat?,Sow wheat between October and November.
Rajasthan,Sample District,Sample Block,Rabi,Agriculture,Crop Advisory,Potato,Fertilizer,How to apply for PM Kisan scheme?,Apply via pmkisan.gov.in with Aadhaar and bank details.
Rajasthan,Sample District,Sample Block,Rabi,Agriculture,Government Scheme,Brinjal,Advisory,How to apply for PM Kisan scheme?,Apply via pmkisan.gov.in with Aadhaar and bank details.
Madhya Pradesh,Sample District,Sample Block,Kharif,Agriculture,Government Scheme,Cotton,Disease,How to apply for PM Kisan scheme?,Apply via pmkisan.gov.in with Aadhaar and bank details.
Rajasthan,Sample District,Sample Block,Zaid,Agriculture,Disease Management,Wheat,Advisory,How to treat blight in potato?,Spray Mancozeb 75WP @ 2 g/litre of water.
Maharashtra,Sample District,Sample Block,Rabi,Agriculture,Pest Control,Brinjal,Disease,How to control whitefly in cotton?,Use Thiamethoxam 25WG @ 0.25 g/litre of water.
Madhya Pradesh,Sample District,Sample Block,Kharif,Agriculture,Fertilizer,Cotton,Disease,Treatment for leaf spot in tomato?,Spray Chlorothalonil fungicide weekly.
Uttar Pradesh,Sample District,Sample Block,Zaid,Agriculture,Pest Control,Brinjal,Advisory,How to protect paddy from blast disease?,Apply Tricyclazole fungicide @ recommended dose.
Rajasthan,Sample District,Sample Block,Zaid,Agriculture,Fertilizer,Maize,Pest,Best sowing time for wheat?,Sow wheat between October and November.
Uttar Pradesh,Sample District,Sample Block,Zaid,Agriculture,Crop Advisory,Tomato,Fertilizer,Recommended fertilizer for maize?,Apply Urea 25 kg per acre during flowering.
Haryana,Sample District,Sample Block,Kharif,Agriculture,Pest Control,Brinjal,Advisory,How to control whitefly in cotton?,Use Thiamethoxam 25WG @ 0.25 g/litre of water.
Haryana,Sample District,Sample Block,Zaid,Agriculture,Fertilizer,Potato,Pest,Best sowing time for wheat?,Sow wheat between October and November.
Punjab,Sample District,Sample Block,Kharif,Agriculture,Disease Management,Brinjal,Fertilizer,Best sowing time for wheat?,Sow wheat between October and November.
Punjab,Sample District,Sample Block,Rabi,Agriculture,Crop Advisory,Potato,Scheme,How to protect paddy from blast disease?,Apply Tricyclazole fungicide @ recommended dose.
Uttar Pradesh,Sample District,Sample Block,Rabi,Agriculture,Pest Control,Mustard,Pest,Best sowing time for wheat?,Sow wheat between October and November.
Punjab,Sample District,Sample Block,Rabi,Agriculture,Pest Control,Cotton,Fertilizer,How to control aphids in mustard?,Spray Imidacloprid 17.8% SL @ 0.3 ml/litre of water.
Maharashtra,Sample District,Sample Block,Zaid,Agriculture,Fertilizer,Maize,Pest,Treatment for leaf spot in tomato?,Spray Chlorothalonil fungicide weekly.
Punjab,Sample District,Sample Block,Zaid,Agriculture,Crop Advisory,Wheat,Fertilizer,How to apply for PM Kisan scheme?,Apply via pmkisan.gov.in with Aadhaar and bank details.
Rajasthan,Sample District,Sample Block,Rabi,Agriculture,Disease Management,Rice,Scheme,How to apply for PM Kisan scheme?,Apply via pmkisan.gov.in with Aadhaar and bank details.
Madhya Pradesh,Sample District,Sample Block,Rabi,Agriculture,Pest Control,Rice,Fertilizer,Recommended fertilizer for maize?,Apply Urea 25 kg per acre during flowering.
Haryana,Sample District,Sample Block,Kharif,Agriculture,Disease Management,Maize,Advisory,How to control aphids in mustard?,Spray Imidacloprid 17.8% SL @ 0.3 ml/litre of water.
Haryana,Sample District,Sample Block,Kharif,Agriculture,Fertilizer,Wheat,Fertilizer,How to treat blight in potato?,Spray Mancozeb 75WP @ 2 g/litre of water.
Madhya Pradesh,Sample District,Sample Block,Kharif,Agriculture,Disease Management,Cotton,Fertilizer,How to treat blight in potato?,Spray Mancozeb 75WP @ 2 g/litre of water.
Madhya Pradesh,Sample District,Sample Block,Kharif,Agriculture,Crop Advisory,Brinjal,Fertilizer,Recommended fertilizer for maize?,Apply Urea 25 kg per acre during flowering.
Rajasthan,Sample District,Sample Block,Kharif,Agriculture,Fertilizer,Mustard,Scheme,Recommended fertilizer for maize?,Apply Urea 25 kg per acre during flowering.
Punjab,Sample District,Sample Block,Zaid,Agriculture,Crop Advisory,Rice,Pest,How to apply for PM Kisan scheme?,Apply via pmkisan.gov.in with Aadhaar and bank details.
Uttar Pradesh,Sample District,Sample Block,Kharif,Agriculture,Crop Advisory,Wheat,Advisory,Treatment for leaf spot in tomato?,Spray Chlorothalonil fungicide weekly.
Punjab,Sample District,Sample Block,Zaid,Agriculture,Fertilizer,Tomato,Advisory,How to control aphids in mustard?,Spray Imidacloprid 17.8% SL @ 0.3 ml/litre of water.
Punjab,Sample District,Sample Block,Zaid,Agriculture,Government Scheme,Maize,Disease,How to apply for PM Kisan scheme?,Apply via pmkisan.gov.in with Aadhaar and bank details.
Punjab,Sample District,Sample Block,Kharif,Agriculture,Disease Management,Brinjal,Pest,How to treat blight in potato?,Spray Mancozeb 75WP @ 2 g/litre of water.
Punjab,Sample District,Sample Block,Kharif,Agriculture,Government Scheme,Cotton,Fertilizer,How to control whitefly in cotton?,Use Thiamethoxam 25WG @ 0.25 g/litre of water.
Rajasthan,Sample District,Sample Block,Zaid,Agriculture,Pest Control,Mustard,Scheme,How to control aphids in mustard?,Spray Imidacloprid 17.8% SL @ 0.3 ml/litre of water.
Uttar Pradesh,Sample District,Sample Block,Kharif,Agriculture,Pest Control,Rice,Pest,Best sowing time for wheat?,Sow wheat between October and November.
Maharashtra,Sample District,Sample Block,Rabi,Agriculture,Crop Advisory,Mustard,Disease,How to treat blight in potato?,Spray Mancozeb 75WP @ 2 g/litre of water.
Punjab,Sample District,Sample Block,Zaid,Agriculture,Pest Control,Maize,Advisory,How to apply for PM Kisan scheme?,Apply via pmkisan.gov.in with Aadhaar and bank details.
Rajasthan,Sample District,Sample Block,Kharif,Agriculture,Pest Control,Mustard,Scheme,Recommended fertilizer for maize?,Apply Urea 25 kg per acre during flowering.
Rajasthan,Sample District,Sample Block,Zaid,Agriculture,Disease Management,Tomato,Disease,How to control aphids in mustard?,Spray Imidacloprid 17.8% SL @ 0.3 ml/litre of water.
Rajasthan,Sample District,Sample Block,Zaid,Agriculture,Government Scheme,Tomato,Fertilizer,How to treat blight in potato?,Spray Mancozeb 75WP @ 2 g/litre of water.
Maharashtra,Sample District,Sample Block,Rabi,Agriculture,Disease Management,Cotton,Advisory,How to control aphids in mustard?,Spray Imidacloprid 17.8% SL @ 0.3 ml/litre of water.
Rajasthan,Sample District,Sample Block,Rabi,Agriculture,Crop Advisory,Mustard,Scheme,Best sowing time for wheat?,Sow wheat between October and November.
Madhya Pradesh,Sample District,Sample Block,Kharif,Agriculture,Crop Advisory,Mustard,Disease,How to apply for PM Kisan scheme?,Apply via pmkisan.gov.in with Aadhaar and bank details.
Punjab,Sample District,Sample Block,Zaid,Agriculture,Disease Management,Potato,Fertilizer,How to control aphids in mustard?,Spray Imidacloprid 17.8% SL @ 0.3 ml/litre of water.
Madhya Pradesh,Sample District,Sample Block,Kharif,Agriculture,Government Scheme,Cotton,Disease,Treatment for leaf spot in tomato?,Spray Chlorothalonil fungicide weekly.
Haryana,Sample District,Sample Block,Rabi,Agriculture,Disease Management,Mustard,Advisory,How to control whitefly in cotton?,Use Thiamethoxam 25WG @ 0.25 g/litre of water.
Haryana,Sample District,Sample Block,Kharif,Agriculture,Disease Management,Wheat,Advisory,Treatment for leaf spot in tomato?,Spray Chlorothalonil fungicide weekly.
Punjab,Sample District,Sample Block,Rabi,Agriculture,Crop Advisory,Mustard,Disease,Recommended fertilizer for maize?,Apply Urea 25 kg per acre during flowering.
Madhya Pradesh,Sample District,Sample Block,Zaid,Agriculture,Crop Advisory,Tomato,Disease,How to treat blight in potato?,Spray Mancozeb 75WP @ 2 g/litre of water.
Maharashtra,Sample District,Sample Block,Rabi,Agriculture,Government Scheme,Rice,Scheme,Best sowing time for wheat?,Sow wheat between October and November.
Rajasthan,Sample District,Sample Block,Rabi,Agriculture,Fertilizer,Mustard,Pest,How to apply for PM Kisan scheme?,Apply via pmkisan.gov.in with Aadhaar and bank details.
Rajasthan,Sample District,Sample Block,Rabi,Agriculture,Pest Control,Rice,Scheme,Recommended fertilizer for maize?,Apply Urea 25 kg per acre during flowering.
Uttar Pradesh,Sample District,Sample Block,Rabi,Agriculture,Fertilizer,Potato,Scheme,Treatment for leaf spot in tomato?,Spray Chlorothalonil fungicide weekly.
Punjab,Sample District,Sample Block,Rabi,Agriculture,Fertilizer,Rice,Fertilizer,Recommended fertilizer for maize?,Apply Urea 25 kg per acre during flowering.
Madhya Pradesh,Sample District,Sample Block,Kharif,Agriculture,Disease Management,Brinjal,Fertilizer,Best sowing time for wheat?,Sow wheat between October and November.
Madhya Pradesh,Sample District,Sample Block,Kharif,Agriculture,Pest Control,Brinjal,Scheme,Best sowing time for wheat?,Sow wheat between October and November.
Uttar Pradesh,Sample District,Sample Block,Rabi,Agriculture,Disease Management,Wheat,Scheme,How to control whitefly in cotton?,Use Thiamethoxam 25WG @ 0.25 g/litre of water.
Haryana,Sample District,Sample Block,Kharif,Agriculture,Crop Advisory,Potato,Pest,How to control aphids in mustard?,Spray Imidacloprid 17.8% SL @ 0.3 ml/litre of water.
Haryana,Sample District,Sample Block,Rabi,Agriculture,Government Scheme,Maize,Advisory,How to control aphids in mustard?,Spray Imidacloprid 17.8% SL @ 0.3 ml/litre of water.
Haryana,Sample District,Sample Block,Kharif,Agriculture,Pest Control,Brinjal,Disease,Treatment for leaf spot in tomato?,Spray Chlorothalonil fungicide weekly.
Maharashtra,Sample District,Sample Block,Kharif,Agriculture,Pest Control,Wheat,Scheme,How to protect paddy from blast disease?,Apply Tricyclazole fungicide @ recommended dose.
Rajasthan,Sample District,Sample Block,Zaid,Agriculture,Disease Management,Maize,Scheme,How to treat blight in potato?,Spray Mancozeb 75WP @ 2 g/litre of water.
Maharashtra,Sample District,Sample Block,Zaid,Agriculture,Government Scheme,Brinjal,Advisory,Treatment for leaf spot in tomato?,Spray Chlorothalonil fungicide weekly.
Madhya Pradesh,Sample District,Sample Block,Rabi,Agriculture,Disease Management,Brinjal,Advisory,How to apply for PM Kisan scheme?,Apply via pmkisan.gov.in with Aadhaar and bank details.
Punjab,Sample District,Sample Block,Rabi,Agriculture,Crop Advisory,Cotton,Pest,Best sowing time for wheat?,Sow wheat between October and November.
Maharashtra,Sample District,Sample Block,Kharif,Agriculture,Pest Control,Rice,Fertilizer,Recommended fertilizer for maize?,Apply Urea 25 kg per acre during flowering.
Uttar Pradesh,Sample District,Sample Block,Kharif,Agriculture,Disease Management,Wheat,Advisory,How to protect paddy from blast disease?,Apply Tricyclazole fungicide @ recommended dose.
Haryana,Sample District,Sample Block,Kharif,Agriculture,Crop Advisory,Rice,Scheme,How to protect paddy from blast disease?,Apply Tricyclazole fungicide @ recommended dose.
Uttar Pradesh,Sample District,Sample Block,Zaid,Agriculture,Crop Advisory,Rice,Disease,How to treat blight in potato?,Spray Mancozeb 75WP @ 2 g/litre of water.
Rajasthan,Sample District,Sample Block,Kharif,Agriculture,Fertilizer,Maize,Advisory,Treatment for leaf spot in tomato?,Spray Chlorothalonil fungicide weekly.
Uttar Pradesh,Sample District,Sample Block,Rabi,Agriculture,Pest Control,Wheat,Pest,How to protect paddy from blast disease?,Apply Tricyclazole fungicide @ recommended dose.
Madhya Pradesh,Sample District,Sample Block,Rabi,Agriculture,Pest Control,Cotton,Disease,How to apply for PM Kisan scheme?,Apply via pmkisan.gov.in with Aadhaar and bank details.
Punjab,Sample District,Sample Block,Rabi,Agriculture,Pest Control,Potato,Fertilizer,How to control whitefly in cotton?,Use Thiamethoxam 25WG @ 0.25 g/litre of water.
Maharashtra,Sample District,Sample Block,Rabi,Agriculture,Fertilizer,Wheat,Advisory,Best sowing time for wheat?,Sow wheat between October and November.
Maharashtra,Sample District,Sample Block,Kharif,Agriculture,Fertilizer,Potato,Scheme,Best sowing time for wheat?,Sow wheat between October and November.
Madhya Pradesh,Sample District,Sample Block,Zaid,Agriculture,Disease Management,Cotton,Pest,Recommended fertilizer for maize?,Apply Urea 25 kg per acre during flowering.
Madhya Pradesh,Sample District,Sample Block,Kharif,Agriculture,Government Scheme,Potato,Pest,Treatment for leaf spot in tomato?,Spray Chlorothalonil fungicide weekly.
Punjab,Sample District,Sample Block,Zaid,Agriculture,Pest Control,Cotton,Fertilizer,How to control aphids in mustard?,Spray Imidacloprid 17.8% SL @ 0.3 ml/litre of water.
Haryana,Sample District,Sample Block,Kharif,Agriculture,Pest Control,Rice,Fertilizer,How to control aphids in mustard?,Spray Imidacloprid 17.8% SL @ 0.3 ml/litre of water.
Haryana,Sample District,Sample Block,Rabi,Agriculture,Government Scheme,Wheat,Pest,How to control aphids in mustard?,Spray Imidacloprid 17.8% SL @ 0.3 ml/litre of water.
Rajasthan,Sample District,Sample Block,Zaid,Agriculture,Government Scheme,Maize,Fertilizer,Treatment for leaf spot in tomato?,Spray Chlorothalonil fungicide weekly.
Haryana,Sample District,Sample Block,Kharif,Agriculture,Government Scheme,Potato,Pest,How to control whitefly in cotton?,Use Thiamethoxam 25WG @ 0.25 g/litre of water.
Haryana,Sample District,Sample Block,Rabi,Agriculture,Fertilizer,Rice,Advisory,How to treat blight in potato?,Spray Mancozeb 75WP @ 2 g/litre of water.
Uttar Pradesh,Sample District,Sample Block,Kharif,Agriculture,Pest Control,Rice,Advisory,How to control aphids in mustard?,Spray Imidacloprid 17.8% SL @ 0.3 ml/litre of water.
Haryana,Sample District,Sample Block,Kharif,Agriculture,Pest Control,Rice,Advisory,How to protect paddy from blast disease?,Apply Tricyclazole fungicide @ recommended dose.
Punjab,Sample District,Sample Block,Zaid,Agriculture,Disease Management,Wheat,Advisory,Treatment for leaf spot in tomato?,Spray Chlorothalonil fungicide weekly.
Rajasthan,Sample District,Sample Block,Rabi,Agriculture,Pest Control,Maize,Scheme,How to protect paddy from blast disease?,Apply Tricyclazole fungicide @ recommended dose.
Punjab,Sample District,Sample Block,Kharif,Agriculture,Government Scheme,Brinjal,Pest,Treatment for leaf spot in tomato?,Spray Chlorothalonil fungicide weekly.
Rajasthan,Sample District,Sample Block,Kharif,Agriculture,Disease Management,Cotton,Disease,Recommended fertilizer for maize?,Apply Urea 25 kg per acre during flowering.
Uttar Pradesh,Sample District,Sample Block,Kharif,Agriculture,Pest Control,Maize,Disease,How to treat blight in potato?,Spray Mancozeb 75WP @ 2 g/litre of water.
Rajasthan,Sample District,Sample Block,Rabi,Agriculture,Disease Management,Rice,Advisory,Best sowing time for wheat?,Sow wheat between October and November.
Uttar Pradesh,Sample District,Sample Block,Rabi,Agriculture,Fertilizer,Maize,Advisory,How to protect paddy from blast disease?,Apply Tricyclazole fungicide @ recommended dose.
Punjab,Sample District,Sample Block,Zaid,Agriculture,Pest Control,Wheat,Disease,Treatment for leaf spot in tomato?,Spray Chlorothalonil fungicide weekly.
Maharashtra,Sample District,Sample Block,Zaid,Agriculture,Fertilizer,Wheat,Pest,How to control whitefly in cotton?,Use Thiamethoxam 25WG @ 0.25 g/litre of water.
Punjab,Sample District,Sample Block,Kharif,Agriculture,Disease Management,Tomato,Fertilizer,How to protect paddy from blast disease?,Apply Tricyclazole fungicide @ recommended dose.
Rajasthan,Sample District,Sample Block,Kharif,Agriculture,Pest Control,Tomato,Scheme,How to control aphids in mustard?,Spray Imidacloprid 17.8% SL @ 0.3 ml/litre of water.
Madhya Pradesh,Sample District,Sample Block,Kharif,Agriculture,Pest Control,Potato,Scheme,How to protect paddy from blast disease?,Apply Tricyclazole fungicide @ recommended dose.
Madhya Pradesh,Sample District,Sample Block,Kharif,Agriculture,Crop Advisory,Tomato,Scheme,Best sowing time for wheat?,Sow wheat between October and November.
Maharashtra,Sample District,Sample Block,Kharif,Agriculture,Fertilizer,Wheat,Scheme,How to apply for PM Kisan scheme?,Apply via pmkisan.gov.in with Aadhaar and bank details.
Punjab,Sample District,Sample Block,Zaid,Agriculture,Crop Advisory,Tomato,Pest,Recommended fertilizer for maize?,Apply Urea 25 kg per acre during flowering.
Punjab,Sample District,Sample Block,Zaid,Agriculture,Pest Control,Wheat,Scheme,How to apply for PM Kisan scheme?,Apply via pmkisan.gov.in with Aadhaar and bank details.
Uttar Pradesh,Sample District,Sample Block,Rabi,Agriculture,Disease Management,Wheat,Disease,How to protect paddy from blast disease?,Apply Tricyclazole fungicide @ recommended dose.
Madhya Pradesh,Sample District,Sample Block,Kharif,Agriculture,Disease Management,Brinjal,Pest,How to apply for PM Kisan scheme?,Apply via pmkisan.gov.in with Aadhaar and bank details.
Rajasthan,Sample District,Sample Block,Kharif,Agriculture,Fertilizer,Wheat,Scheme,Recommended fertilizer for maize?,Apply Urea 25 kg per acre during flowering.
Punjab,Sample District,Sample Block,Kharif,Agriculture,Government Scheme,Wheat,Pest,How to control whitefly in cotton?,Use Thiamethoxam 25WG @ 0.25 g/litre of water.
Uttar Pradesh,Sample District,Sample Block,Rabi,Agriculture,Crop Advisory,Cotton,Disease,Best sowing time for wheat?,Sow wheat between October and November.
Uttar Pradesh,Sample District,Sample Block,Rabi,Agriculture,Crop Advisory,Rice,Pest,How to control aphids in mustard?,Spray Imidacloprid 17.8% SL @ 0.3 ml/litre of water.
Punjab,Sample District,Sample Block,Rabi,Agriculture,Crop Advisory,Potato,Pest,Best sowing time for wheat?,Sow wheat between October and November.
Rajasthan,Sample District,Sample Block,Kharif,Agriculture,Disease Management,Maize,Fertilizer,How to control aphids in mustard?,Spray Imidacloprid 17.8% SL @ 0.3 ml/litre of water.
Madhya Pradesh,Sample District,Sample Block,Zaid,Agriculture,Fertilizer,Tomato,Pest,Treatment for leaf spot in tomato?,Spray Chlorothalonil fungicide weekly.
Maharashtra,Sample District,Sample Block,Rabi,Agriculture,Pest Control,Tomato,Scheme,How to apply for PM Kisan scheme?,Apply via pmkisan.gov.in with Aadhaar and bank details.
Punjab,Sample District,Sample Block,Rabi,Agriculture,Crop Advisory,Potato,Advisory,How to protect paddy from blast disease?,Apply Tricyclazole fungicide @ recommended dose.
Uttar Pradesh,Sample District,Sample Block,Rabi,Agriculture,Pest Control,Tomato,Pest,How to apply for PM Kisan scheme?,Apply via pmkisan.gov.in with Aadhaar and bank details.
Madhya Pradesh,Sample District,Sample Block,Rabi,Agriculture,Disease Management,Potato,Disease,How to treat blight in potato?,Spray Mancozeb 75WP @ 2 g/litre of water.
Maharashtra,Sample District,Sample Block,Kharif,Agriculture,Disease Management,Tomato,Scheme,Best sowing time for wheat?,Sow wheat between October and November.
Madhya Pradesh,Sample District,Sample Block,Rabi,Agriculture,Pest Control,Maize,Advisory,How to treat blight in potato?,Spray Mancozeb 75WP @ 2 g/litre of water.
Maharashtra,Sample District,Sample Block,Rabi,Agriculture,Pest Control,Maize,Fertilizer,How to control aphids in mustard?,Spray Imidacloprid 17.8% SL @ 0.3 ml/litre of water.
Haryana,Sample District,Sample Block,Zaid,Agriculture,Pest Control,Mustard,Advisory,How to control aphids in mustard?,Spray Imidacloprid 17.8% SL @ 0.3 ml/litre of water.
Uttar Pradesh,Sample District,Sample Block,Kharif,Agriculture,Pest Control,Cotton,Pest,How to control whitefly in cotton?,Use Thiamethoxam 25WG @ 0.25 g/litre of water.
Rajasthan,Sample District,Sample Block,Zaid,Agriculture,Fertilizer,Maize,Disease,How to protect paddy from blast disease?,Apply Tricyclazole fungicide @ recommended dose.
Punjab,Sample District,Sample Block,Kharif,Agriculture,Disease Management,Maize,Fertilizer,How to control whitefly in cotton?,Use Thiamethoxam 25WG @ 0.25 g/litre of water.
Maharashtra,Sample District,Sample Block,Zaid,Agriculture,Pest Control,Tomato,Pest,How to control whitefly in cotton?,Use Thiamethoxam 25WG @ 0.25 g/litre of water.
Punjab,Sample District,Sample Block,Kharif,Agriculture,Disease Management,Tomato,Scheme,How to apply for PM Kisan scheme?,Apply via pmkisan.gov.in with Aadhaar and bank details.
Rajasthan,Sample District,Sample Block,Zaid,Agriculture,Government Scheme,Mustard,Fertilizer,How to control aphids in mustard?,Spray Imidacloprid 17.8% SL @ 0.3 ml/litre of water.
